"V1","V2"
-2780,8929
-3450,8649
-3560,8529
-3650,8599
-4050,8379
-4580,8159
-4980,7889
-5560,7689
-6130,7489
-5890,6709
-6020,6669
-6130,6729
-6290,6469
-6090,5399
-5910,4959
-5730,4779
-5730,4729
-5270,4379
-4910,4309
-4760,4309
-4760,4109
-4780,3979
-4600,3929
-3850,3799
-4070,3489
-4110,3159
-4200,2819
-4090,2329
-4050,1999
-3930,1559
-3690,779
-3530,159
-3420,109
-3380,-91
-3380,-331
-2800,-381
-1600,-401
-685.58115183246,-509.157068062827
-229.858206024331,-474.762883473534
-180,-471
-250,-111
40,-401
530,-381
750,-131
820,359
800,619
690,849
840,909
1330,729
1730,729
2070,779
2240,1199
2380,2089
2820,2529
3070,3019
3420,3219
2950,3489
2330,3869
2220,3909
1820,4069
1470,3979
1200,3929
1470,4799
1710,4889
2040,5289
2090,5599
2020,5889
1870,6049
1750,6529
1200,7269
270,8359
310,8509
220,8619
-180,8289
-690,7709
-800,7269
-730,7069
-820,6999
-1270,7469
-1620,8069
-2000,8399
-2290,8649
-2530,8729
-2730,8929
