"V1","V2"
1700,2439
1990,2199
2080,2149
1830,2129
1540,1969
1410,1859
1140,1819
880,1709
390,1369
-80,769
-230,369
100,19
590,-451
1080,-871
1500,-1161
1880,-1471
2280,-1781
2570,-1581
2850,-1231
3100,-671
3430,-1071
4030,-1541
4250,-1651
4540,-1541
5140,-1141
5770,-831
6170,-381
6430,-71
6810,329
7050,659
6880,909
6410,1239
6050,1549
5850,1749
5830,1969
6210,1969
6590,2199
6850,2619
7050,3129
6520,3819
6370,4039
5770,4859
5300,5199
4880,4949
4520,4729
4340,4599
4230,4999
4010,5419
3680,5639
3480,5569
3250,5459
2830,5369
2120,5289
1500,5149
1010,4889
900,4659
970,4439
880,4169
1050,3639
1520,2619
