"V1","V2"
-3014.88294314381,97.160535117057
-2970,89
-2880,89
-2540,69
-2810,-21
-3080,-201
-3630,-621
-4100,-1131
-4610,-1891
-5120,-2891
-5280,-3181
-5260,-3491
-4520,-3731
-3159.57446808513,-4214.04964539006
-2320,-4331
-2010,-4311
-1790,-4221
-1700,-4401
-1080,-4491
-920,-4241
-720,-3511
-1120,-3201
-790,-3161
-740,-2891
-970,-2761
-810,-2671
-320,-2981
700,-3601
740,-3531
2260,-1731
2480,-1311
2170,-641
2480,-621
2770,109
1860,379
1500,509
920,639
680,599
520,289
480,639
680,929
990,1199
1540,1819
1830,2509
480,3619
-830,4289
-1940,4529
-2410,4489
-2480,3819
-2460,2929
-2340,2399
-2280,2129
-2630,2529
-3075.90909090909,2925.36363636363
-3375.14608033541,3233.15025405928
-3410,3269
-4190,3619
-5230,2799
-5630,2469
-5790,2199
-6430,1419
-6320,1269
-5720,839
-5610,759
-5460,529
-5320,419
-4540,129
-3920,-1
-3059.76588628762,105.321070234114
