"V1","V2"
-1110,-2891
-1000,-2781
-890,-2651
-780,-2471
-780,-2271
-750,-2181
-620,-2251
-530,-2291
-400,-2401
-150,-2491
50,-2601
360,-2691
620,-2601
890,-2491
1180,-2361
1400,-2251
1690,-2181
1890,-2051
2070,-1961
2130,-1891
2130,-1801
2250,-1671
2330,-1531
2200,-1331
2090,-1001
2050,-851
2020,-691
1890,-601
1930,-581
2070,-491
1800,-331
1670,-271
1560,-161
1420,-131
1250,-131
1220,-71
1330,39
1490,129
1670,269
1780,399
1820,469
1960,709
1960,819
2090,909
2050,949
1910,1149
1890,1309
1890,1509
1890,1669
1890,1819
1730,1929
1580,1929
1380,2109
1250,2239
1130,2309
1000,2439
820,2599
600,2639
450,2619
270,2619
122.727272727272,2561.72727272727
116.363636363636,2590.36363636364
110,2619
180,2749
220,2949
130,2839
-40,2819
-240,2819
-380,2839
-470,2909
-780,2529
-670,2399
-710,2269
-840,2239
-1020,2109
-1200,2019
-1350,2019
-1420,1799
-1330,1639
-1420,1549
-1530,1529
-1640,1709
-1730,1799
-1930,1949
-2110,2039
-2310,2069
-2440,2019
-2670,1819
-2710,1729
-2800,1529
-2870,1399
-2980,1239
-3090,1129
-3200,1019
-3350,909
-3290,729
-3130,529
-2930,329
-2800,239
-2670,199
-2550,129
-2690,-91
-2840,-491
-2840,-781
-2910,-1051
-2910,-1181
-2820,-1271
-2640,-1291
-2550,-1491
-2420,-1561
-2310,-1491
-2290,-1651
-2070,-1761
-1980,-1761
-2020,-1851
-1930,-1961
-1910,-2091
-1910,-2201
-2070,-2131
-2200,-2051
-2290,-2051
-2310,-2181
-2180,-2381
-2040,-2531
-1890,-2561
-1620,-2601
-1490,-2731
-1350,-2891
-1270,-2891
