"V1","V2"
700,3029
910,3009
1170,2949
1000,2919
820,2869
690,2749
720,2759
-90,2269
-380,1739
-560,1519
-610,1259
-460,589
-490,179
-170,-71
910,-341
1220,-401
1770,-561
2420,-461
2640,-181
2720,139
2750,529
2690,709
2650,789
2970,669
3410,519
3680,459
3890,589
4340,1009
4520,1419
4650,1679
4950,2319
5350,2659
5670,3299
5330,3439
4670,3659
4300,3659
4200,3669
4110,3519
4000,3759
3820,4229
3720,4509
3730,4869
3740,4959
3720,5039
3710,5119
3680,5199
3220,5859
2590,5769
2210,5769
2090,5089
2060,5379
1910,5819
2010,6139
2140,6429
1950,6539
1310,6359
1130,6149
870,6209
250,6289
-260,6079
-620,6099
-760,5089
-590,4979
-660,4729
-390,4259
10,3589
350,3369
420,3249
