"V1","V2"
520,3839
670,4109
900,4419
960,4769
1190,4549
1450,4529
1630,5039
1720,5769
1650,6259
1470,6639
-330,6749
-1950,6599
-2210,5549
-2170,4659
-2130,4349
-2660,4639
-3130,4679
-3080,4659
-3550,4639
-4060,4529
-4280,4399
-4279.99999999999,2678.99999999997
-4364.79586177152,1868.72843196099
-4370,1819
-4440,1599
-3770,929
-3970,1529
-3330,999
-2660,1639
-2390,2109
-2350,2639
-1810,1549
-1440,929
-1260,1079
-1010,969
-1150,929
-1170,749
-1100,239
-370,-251
-150,-1
650,549
1560,769
1540,1879
1120,2639
520,3169
-280,3549
