"V1","V2"
170,1129
520,1039
900,1039
410,529
320,329
120,109
100,39
30,-491
190,-1091
280,-2141
500,-2251
810,-2201
1390,-2311
2030,-2451
2610,-2451
2880,-2651
3210,-2651
3570,-2161
3540,-1631
3520,-1271
3880,-1541
4170,-1651
4370,-1581
4450,-1541
5120,-1451
5230,-1361
5230,-1231
5300,-1141
5340,-961
5320,-741
5300,-601
5810,39
6010,459
6250,969
6320,2239
6170,3089
5810,3289
5300,3569
5080,3689
4230,2999
4340,3349
4140,3769
3880,4289
3720,4909
3390,5309
3080,5459
2810,5369
2500,5239
1920,5149
1390,4839
650,4489
80,4059
-630,3529
-970,3439
-1320,3019
-1230,2729
-990,2149
-480,1569
