"V1","V2"
-1609.74756230225,5479.33366596751
-1570,5449
-1260,5139
-1040,4899
-950,4539
-770,4629
-500,4899
-220,5119
-60,5139
300,5299
580,5409
780,5319
940,4939
1250,4579
1650,4139
1960,3809
2140,3699
2250,3739
2340,3519
2340,3249
2250,2779
2100,2339
2050,2049
1760,1739
1430,1449
1030,1379
1630,899
1560,519
1780,539
2180,119
2340,-351
2450,-621
2340,-821
2030,-901
1980,-901
1850,-951
1300,-1351
940,-1571
650,-1861
450,-1821
-60,-1591
-40,-1621
-370,-1421
-640,-1281
-860,-1191
-1060,-1101
-1060,-1351
-1060,-1661
-1220,-1821
-1370,-2151
-1620,-2461
-1820,-2481
-1950,-2351
-2440,-2151
-2730,-2221
-3350,-1991
-3660,-1791
-4260,-1481
-4260,-1021
-4260,-571
-4170,-421
-3900,229
-3660,699
-3500,979
-3500,1009
-3660,1119
-3950,1379
-3860,1579
-3660,1739
-3370,1849
-3060,1939
-3170,2139
-3420,2339
-3620,2539
-3770,2579
-4060,2449
-4300,2649
-4460,3249
-4570,3779
-4550,4229
-4460,4449
-3860,4609
-3100,4939
-2640,5139
-2260,5449
-1950,5739
