"V1","V2"
-3639.67044679356,-2166.73120539926
-3590,-2161
-3590,-1891
-3750,-1491
-3720,-1361
-3720,-1261
-3490,-1061
-3290,-1061
-3050,-1061
-2750,-1091
-2820,-761
-3290,-361
-4150,209
-4650,609
-4650,739
-4920,1139
-5090,1439
-5190,1609
-5350,1909
-4850,2509
-4420,2909
-4120,3209
-3690,3609
-3390,4109
-3290,4139
-3050,4209
-2890,4409
-2590,4409
-2290,4209
-2020,4239
-1850,4239
-1920,3709
-1720,3809
-1550,4009
-1290,3739
-1090,3739
-1020,3639
-650,3609
-620,3409
-250,3409
-20,3609
50,3809
180,4009
550,4409
980,4839
1150,5109
1350,4839
1780,4209
2380,3639
2580,3209
2980,2609
2850,2239
2850,2039
2980,2009
2980,1909
2780,1709
2650,1509
2580,1239
2550,1139
2750,1009
2950,909
2950,809
2750,709
2450,739
2250,909
2250,738.999999999992
2065.12895662134,156.656213357227
2050,109
1980,-91
2080,-291
2350,-161
2780,-291
2950,-391
3880,-891
4080,-1291
4280,-1361
4450,-1561
4250,-1591
4380,-1691
4450,-1861
4450,-2091
4350,-2191
4350,-2391
4180,-2491
3880,-2661
3250,-2791
2950,-2891
2650,-2991
2250,-3261
1780,-3661
1250,-3931
880,-3791
550,-3531
350,-3431
80,-3631
-120,-3691
50,-3891
150,-4261
-50,-4361
-250,-4361
-550,-4431
-1090,-4461
-1890,-4531
-2120,-4631
-2290,-4461
-2320,-4291
-2420,-4231
-2820,-4391
-3050,-4461
-3420,-4361
-3950,-4331
-4250,-3931
-4220,-3761
-4350,-3291
-4090,-2691
-3850,-2191
