"V1","V2"
1046.81681984991,896.087095579742
1030,849
810,529
630,329
700,249
810,189
930,169
1060,79
1180,-1
1280,-131
1290,-311
1340,-431
1380,-401
1360,-301
1330,-251
1310,-171
1400,-121
1510,-71
1600,-91
1670,-161
1750,-241
1950,-321
2030,-461
2100,-601
2090,-791
1960,-711
1930,-791
1860,-1091
1880,-1271
1740,-1391
1450,-1571
1230,-1801
1030,-2011
800,-2161
660,-2241
510,-2321
430,-2441
370,-2451
60,-2351
-70,-2221
-200,-2131
-330,-1961
-410,-1761
-440,-1641
-460,-1461
-470,-1391
-590,-1451
-750,-1571
-810,-1671
-910,-1861
-990,-1911
-1070,-2001
-1210,-2111
-1260,-2231
-1450,-2141
-1509.62962962963,-2030.25925925926
-1580.14727572492,-2024.83482494424
-1630,-2021
-1710,-1971
-1830,-1821
-1930,-1651
-1990,-1471
-1890,-1461
-1880,-1401
-1900,-1311
-1910,-1171
-2010,-1031
-1990,-1041
-2040,-1001
-2070,-941
-2170,-841
-2250,-711
-2290,-661
-2260,-551
-2270,-471
-2320,-421
-2350,-331
-2290,-201
-2290,-121
-2320,39
-2320,159
-2330,279
-2290,329
-2290,429
-2190,529
-2150,629
-2040,649
-1920,659
-1660,709
-1410,799
-1270,829
-1210,829
-1120,849
-1070,889
-940,929
-950,1009
-1030,1079
-1120,1259
-1150,1439
-1120,1549
-1070,1699
-1050,1869
-1020,1959
-1030,2059
-940,2099
-730,2109
-840,2009
-860,1929
-790,1939
-660,1959
-570,1969
-530,1969
-450,2029
-370,1979
-340,1939
-220,1939
-140,1959
-30,1979
70,1959
150,2059
190,2169
390,2149
650,2149
790,2199
940,2169
1090,2129
1110,2049
1050,1929
1040,1789
1030,1689
1050,1529
1080,1249
1126.42857142857,1119
