"V1","V2"
-590,5449
-390,5539
30,5449
650,5249
1120,5339
1610,5339
2320,5139
2520,4739
2610,4409
2300,4009
2650,4099
2810,4049
3050,3499
3050,3139
3340,3009
3170,2899
3190,2739
3320,2739
3300,2629
3410,2519
3340,2139
3410,1739
3430,1629
3120,1429
2770,1409
2410,1499
2480,1299
2590,849
2534,793.000000000005
2407.55617207942,455.816458878452
2390,409
2210,339
1390,29
570,-61
50,159
-190,829
-280,1339
-300,1759
-170,1899
30,2539
170,2629
370,2629
280,2699
410,2829
590,3049
810,2849
700,3139
370,3359
190,3499
-60,3499
-280,3629
-300,3719
-260,4009
-370,4539
-410,4739
-320,4899
-430,5209
-610,5449
