"V1","V2"
720,1309
630,1239
570,1109
390,1019
320,949
590,909
810,889
1080,839
1320,749
1550,599
1720,489
1990,349
2260,269
2500,39
2660,-161
2950,-311
2880,-451
2700,-731
2480,-1001
2260,-1201
2010,-1421
1770,-1651
1550,-1851
1320,-2111
1190,-2271
1120,-2361
900,-2251
720,-2051
570,-1851
500,-1691
430,-1491
320,-1451
190,-1381
80,-1251
80,-1401
100,-1601
80,-1871
30,-2091
-10,-2251
-80,-2401
-100,-2511
-120,-2691
-100,-2761
-230,-2731
-500,-2731
-880,-2761
-880,-2801
-1340,-2761
-1680,-2671
-1770,-2691
-2080,-2691
-2520,-2601
-2830,-2531
-3230,-2401
-3680,-2291
-3990,-2221
-4140,-2111
-4170,-1891
-4080,-1401
-3850,-1201
-3610,-891
-3210,-671
-2740,-421
-2340,-271
-1990,-221
-1770,-161
-1630,-91
-1590,129
-1540,309
-1720,239
-1880,219
-2140,349
-2340,579
-2610,839
-2810,1069
-3050,1419
-3320,1839
-3570,2309
-3900,2799
-4050,3019
-3900,3179
-3610,3419
-3320,3599
-3030,3839
-2940,3839
-2830,3839
-2540,3929
-2610,4069
-2370,4219
-1990,4289
-1810,4349
-1700,4399
-1390,4019
-1280,3779
-1170,3489
-1050,3239
-940,3109
-810,3089
-720,3239
-700,3489
-610,3819
-450,4109
-410,4329
-320,4489
-230,4579
-100,4489
30,4399
300,4239
520,4219
750,4149
1100,4019
1390,3779
1700,3599
2100,3309
2260,3109
2480,3019
2790,2799
2630,2579
2460,2379
2210,2239
2030,2129
1720,1889
1680,1819
1410,1619
1060,1509
880,1419
