"V1","V2"
-625.278640450004,4496.639320225
-670,4519
-1010,4649
-1360,4699
-1690,4719
-1980,4669
-2210,4609
-2450,4519
-2610,4469
-2760,4409
-2780,4579
-2940,4559
-3090,4519
-3250,4499
-3380,4409
-3610,4409
-3580,4299
-3560,4069
-3610,4009
-3580,3869
-3490,3609
-3490,3409
-3560,3119
-3560,2979
-3560,2809
-3560,2719
-3450,2649
-3340,2499
-3250,2209
-3290,2119
-3210,1979
-3050,1699
-2940,1519
-2810,1499
-2610,1429
-2470,1499
-2410,1579
-2380,1579
-2270,1579
-2090,1609
-1980,1629
-1810,1719
-1670,1809
-1610,1519
-1450,1299
-1340,1009
-1140,759
-980,579
-780,429
-690,379
-740,379
-580,269
-410,179
-210,119
-50,9
60,-101
190,-191
310,-281
420,-221
550,-131
530,-81
550,9
710,29
750,69
710,179
750,269
910,299
990,359
1060,409
1190,559
1310,699
1460,899
1640,979
1860,1099
2060,1209
2310,1299
2460,1429
2660,1579
2790,1699
3130,1699
3440,1719
3590,1779
3620,1979
3590,2179
3530,2359
3530,2319
3510,2449
3440,2449
3310,2449
3220,2499
3060,2609
2990,2719
2930,2869
2910,3009
2790,3159
2730,3249
2910,3299
3060,3409
3240,3519
3350,3699
3460,3849
3510,3979
3550,4099
3550,4249
3460,4409
3350,4649
3260,4809
3110,5119
3020,5319
2860,5469
2820,5669
2750,5869
2750,6009
2710,6179
2710,6269
2590,6319
2460,6319
2420,6319
2330,6379
2190,6379
2060,6379
1950,6359
1910,6269
1950,6179
1860,6209
1750,6249
1640,6179
1550,6179
1390,6269
1190,6299
1060,6379
1020,6449
910,6359
860,6269
860,6179
910,6159
950,6099
930,6069
840,6049
820,6119
820,6159
750,6209
710,6269
620,6249
460,6209
350,6179
190,6099
20,6009
-160,5809
-360,5669
-490,5499
-670,5269
-760,5119
-810,4979
-850,4899
-810,4809
-690,4719
-580,4649
-450,4559
-340,4519
-210,4499
-270,4319
