"V1","V2"
-2058.41106397987,-1143.00921998322
-2020,-1111
-1840,-981
-1580,-981
-1110,-471
-1040,-71
-1310,-251
-1600,-251
-1980,-51
-2420,239
-2760,859
-2910,1999
-2780,2149
-2580,2549
-2400,2889
-2240,2659
-1910,2599
-1160,2579
-670,2799
-330,2749
-220,2379
90,1799
240,1309
240,1089
330,1419
470,1779
730,2379
1000,2729
1052.97872340425,2676.02127659574
1285.56896714726,2796.06785401149
1330,2819
1960,2509
2930,1749
3580,1289
3490,859
3330,-221
3110,-981
2890,-1251
2600,-1471
2960,-1601
3270,-1651
3640,-1781
4020,-2051
4380,-2471
4510,-2911
4310,-2961
3600,-3361
3290,-3601
3040,-4181
2960,-4311
2580,-4271
2200,-4201
1870,-3871
1730,-3421
1620,-3691
1470,-4071
1690,-4781
1580,-4911
1490,-5271
1090,-5601
1090,-5511
1040,-5601
780,-5561
690,-5221
890,-5111
1070,-4961
1040,-4671
670,-4161
420,-3781
290,-3471
180,-3691
70,-3961
-240,-4201
-670,-4561
-1330,-5201
-1730,-4821
-2400,-4381
-3310,-3511
-3580,-3271
-3510,-2961
-3310,-2891
-3310,-2671
-3180,-2291
-2786.15384615384,-1749.46153846153
