"V1","V2"
196.781808058504,-913.629534065817
230,-951
290,-1041
470,-1061
740,-1171
960,-1311
1050,-1391
1180,-1531
1250,-1731
1340,-1881
1450,-2081
1540,-2331
1560,-2531
1560,-2621
1560,-2771
1560,-2861
1450,-2881
1290,-2931
1120,-2971
960,-3061
760,-3171
560,-3221
340,-3351
180,-3461
10,-3551
-170,-3661
-330,-3731
-420,-3791
-640,-3731
-790,-3661
-1080,-3371
-1240,-3151
-1420,-2991
-1510,-2821
-1550,-2661
-1660,-2641
-1730,-2551
-1790,-2351
-1860,-2241
-1880,-2151
-1910,-2111
-1930,-2191
-2040,-2311
-2130,-2371
-2190,-2481
-2150,-2621
-2130,-2751
-2150,-2861
-2310,-2951
-2460,-3131
-2710,-3221
-2970,-3331
-3130,-3441
-3330,-3531
-3460,-3461
-3620,-3281
-3660,-3061
-3750,-2751
-3820,-2531
-3910,-2151
-3990,-1951
-4020,-1771
-4110,-1661
-4260,-1311
-4170,-1241
-4060,-1061
-3990,-821
-3970,-841
-3880,-731
-3710,-661
-3530,-591
-3350,-551
-3220,-391
-2970,-281
-2950,-111
-3020,-61
-3150,-21
-3350,29
-3510,229
-3620,449
-3770,669
-3840,809
-3860,959
-3910,1159
-3840,1209
-3710,1139
-3550,1159
-3240,1249
-3080,1429
-2880,1609
-2530,1739
-2220,1939
-1990,2069
-1970,2049
-1860,2049
-1710,2009
-1530,1959
-1310,1849
-1240,1719
-1240,1519
-1280,1319
-1220,1339
-1150,1449
-1080,1519
-950,1609
-860,1759
-710,1959
-570,2159
-550,2289
-480,2289
-350,2249
-170,2209
-20,2119
180,2009
430,1829
740,1689
920,1669
1090,1519
1270,1359
1380,1359
1540,1319
1490,1069
1520,889
1450,759
1360,579
1250,489
1210,359
1210,289
1270,119
1210,29
1160,-61
1050,-171
920,-281
810,-461
690,-641
630,-751
670,-841
580,-911
540,-771
430,-771
320,-791
70,-771
