"V1","V2"
-3290,899
-2620,959
-2020,939
-1980,1699
-1820,1339
-1890,919
-2000,759
-2200,539
-2310,209
-2760,-81
-3620,-611
-4180,-1121
-4870,-2081
-4870,-2551
-3380,-2921
-2180,-3281
-1490,-3391
-560,-3611
-400,-3081
-400,-2901
-400,-2571
-620,-2351
-1000,-2211
-670,-2151
-380,-2151
180,-2391
730,-2611
1640,-1991
1690,-1991
1800,-1771
2330,-1301
2820,-701
3000,-351
2890,-81
1690,519
1530,609
1220,809
1090,919
1330,939
1640,1139
2220,1559
2640,2119
2690,2449
2620,2519
2000,3519
1400,4099
930,4539
220,4899
-110,4699
-960,4029
-980,3919
-1090,3989
-1110,4719
-1110,5049
-1220,5449
-2420,5099
-3690,4719
-4890,4209
-4800,3719
-4960,3649
-4760,2899
-4160,1809
-3400,1009
