"V1","V2"
3767.73500981126,-222.602514716892
3740,-181
3430,79
3180,219
2810,259
2610,259
2920,499
3450,969
3920,1499
4210,1859
4320,2329
4250,2549
3720,2929
3050,3619
2610,4019
2410,4059
2160,3769
2230,3659
2160,3479
2050,3329
1960,3099
1960,2839
2050,2659
1780,2899
1410,3219
940,3529
490,3589
140,3349
-510,2899
-480,2929
-1480,2389
-1640,2259
-1530,1989
-1280,1619
-880,1169
-990,929
-1350,619
-1660,239
-1880,79
-1570,-541
-1550,-561
-930,-1671
-390,-2361
-60,-2471
320,-2271
740,-1901
870,-1701
830,-1521
1050,-1741
1290,-2251
1450,-2541
1650,-2701
1940,-2721
2650,-2501
3580,-2181
4090,-1981
4320,-1741
4380,-1541
3980,-541
