"V1","V2"
1910,3269
1600,3229
1310,2979
1050,2669
1030,3109
850,3509
560,3759
-260,3759
-1220,3849
-1800,3669
-1860,3579
-2090,3629
-2220,3469
-2130,3179
-1910,3159
-2040,2939
-1970,2629
-1950,2069
-1820,1669
-1530,1109
-1220,649
-1530,559
-2170,179
-2530,-131
-2640,-261
-2620,-241
-2930,-731
-3090,-1221
-3020,-1531
-2730,-1661
-2240,-1891
-2090,-2021
-1840,-1971
-1570,-2061
-1420,-2261
-1260,-2261
-1240,-2241
-770,-2531
-420,-2091
-350,-1661
-170,-2041
50,-2331
380,-2371
710,-2441
1050,-2171
1690,-1891
2230,-1491
2400,-1491
2490,-1221
2490,-861
2430,-621
2090,-41
1910,49
1940,49
1780,179
1690,269
1780,269
1850,269
1890,269
2250,309
2490,379
2780,739
3030,1249
3050,1469
2910,1559
2670,2159
2360,2739
1910,3309
