"V1","V2"
2561.67377408088,5092.47958035915
2580,5139
2580,5379
2560,5469
2560,5689
2450,5869
2250,5939
2250,5689
2070,5959
1830,6159
1540,6339
1140,6539
850,6449
210,6409
-220,6289
-680,6209
-970,6089
-1550,5919
-1660,5869
-1860,5289
-1860,4979
-1620,4409
-1370,3959
-1040,3719
-660,3519
-330,3429
-570,2939
-840,2449
-860,2179
-880,2089
-910,2119
-950,1829
-840,1449
-640,1089
-440,869
-390,759
-460,539
-390,339
-330,209
-40,49
230,9
650,29
720,-41
940,-41
1470,9
1760,119
2180,179
2580,249
2690,269
2720,269
2760,409
2830,649
2850,889
2920,1139
2920,1289
2890,1469
2810,1689
2960,1649
3230,1609
3470,1579
3690,1669
3940,1849
4120,1939
4180,2139
4180,2519
4290,2939
4340,3339
4320,3649
4250,3779
4120,3809
4160,3939
4160,4229
4230,4469
4290,4489
4360,4519
4340,4649
4090,4939
3920,5069
3720,5139
3410,5119
3250,5029
3050,4919
2450,4809
