"V1","V2"
3330,-251
3790,89
4590,999
4810,1349
4990,1439
5110,1959
5030,2039
2930,3479
2620,3019
2380,2399
2330,1799
2010,2109
1370,2719
960,2919
190,2549
230,2559
-480,1989
-1150,1479
-1660,1009
-1650,929
-1510,609
-870,139
-170,-201
170,-371
-70,-381
-560,-581
-980,-971
-1330,-1531
-1400,-1851
-1340,-2001
-1130,-2181
-330,-3001
320,-3711
590,-3901
1060,-3641
1410,-3211
1660,-2681
1890,-3331
2220,-3891
2410,-4001
3140,-3711
5070,-2951
5150,-2841
5030,-2131
4710,-1691
4300,-1231
3750,-871
3400,-731
2890,-671
