"V1","V2"
1750,2449
1890,2609
1950,2889
1950,3159
2020,3489
1620,3579
1550,3539
1490,3539
1490,3609
1020,3759
910,3809
840,3849
730,3959
330,4049
-160,4249
-360,4179
-510,4229
-690,4089
-890,3779
-1000,3379
-1070,2889
-1050,2429
-890,2009
-670,1829
-470,1649
-710,1649
-870,1629
-1050,1429
-1270,1249
-1670,959
-1870,719
-2290,319
-2380,209
-2380,-151
-2310,-591
-2180,-1061
-1980,-1261
-1800,-1221
-1690,-1111
-1600,-1261
-1380,-1571
-1110,-1661
-910,-1661
-1000,-1751
-870,-1771
-380,-1911
-70,-2111
0,-2171
400,-1971
750,-1591
1130,-1111
1240,-991
1420,-971
1510,-911
1550,-1061
1600,-1061
1910,-1061
2620,-861
2820,-371
3000,89
3020,629
2910,829
3000,829
2930,1519
3020,2048.99999999998
3020,2209
2930,2249
2710,2289
2400,2379
2040,2429
1820,2489
