"V1","V2"
-3820,-2661
-3620,-2571
-3780,-3151
-3710,-3241
-3690,-3321
-3620,-3441
-3420,-3441
-3310,-3611
-3290,-3861
-3180,-3881
-3220,-4061
-3220,-4081
-3000,-4351
-2780,-4411
-2420,-4191
-2310,-4101
-2110,-4191
-2040,-4041
-2040,-3951
-1820,-3861
-1490,-3751
-980,-3591
-110,-3281
-40,-2951
-200,-2591
-310,-2191
-580,-1951
-710,-1881
-380,-1641
600,-1041
890,-811
960,79
870,679
800,959
780,1189
690,1389
670,1429
620,1699
600,2099
400,2119
-40,2079
-380,1899
-980,1629
-1130,1849
-1200,2559
-1380,2699
-1310,2649
-1400,2719
-1710,2989
-2440,3319
-3620,3679
-4110,3829
-4420,3449
-4440,2989
-4420,1679
-4420,1339
-4330,679
-5020,629
-5310,609
-5420,499
-6020,319
-6820,-301
-6930,-791
-6840,-1211
-6130,-2461
-5820,-2881
-5400,-3241
-5090,-3241
-4910,-3461
-4730,-3501
-4690,-3441
-4420,-3351
-4380,-3121
-4620,-3061
-4510,-2811
