"V1","V2"
-1260,2709
-1460,2509
-1570,2469
-1730,2129
-1750,1959
-1950,1869
-1930,1669
-1880,1439
-1640,1439
-1570,1599
-1600,1269
-1530,819
-1570,309
-1440,69
-1240,-111
-1040,-291
-1040,-361
-1150,-331
-1370,-401
-1620,-581
-1840,-801
-2020,-1071
-2150,-1291
-2240,-1491
-2280,-1581
-2280,-1531
-2370,-1801
-2310,-2111
-2510,-2001
-2640,-2071
-2550,-2311
-2350,-2401
-2350,-2561
-2130,-2781
-1910,-2891
-1550,-2911
-1130,-2961
-840,-2911
-510,-2891
-220,-2761
-20,-2511
90,-2201
90,-1841
140,-1841
540,-2001
830,-2091
1200,-2001
1520,-1911
1560,-1601
1630,-1421
1740,-1111
1830,-821
1890,-601
1850,-531
1630,-441
1830,-441
1870,-421
2090,-381
2070,-21
2160,379
2000,469
1760,599
1630,689
1380,709
1200,709
1290,869
1360,1109
1400,1379
1400,1599
1380,1779
1230,1799
1000,1959
850,2069
830,1909
830,1709
800,1819
670,1929
540,2019
230,2159
-240,2309
-620,2439
-930,2509
-1130,2559
-1240,2709
