"V1","V2"
1670,-41
1570,-141
1650,-201
1700,-241
1750,-291
1860,-291
1940,-311
2010,-291
2090,-281
2220,-401
2310,-391
2530,-581
2750,-831
2960,-1151
3090,-1361
3240,-1571
3330,-1791
3340,-1931
3410,-2041
3430,-2221
3340,-2311
3100,-2461
2950,-2571
2690,-2671
2460,-2771
2250,-2891
2010,-3031
1740,-3211
1480,-3321
1270,-3411
880,-3651
780,-3631
550,-3551
370,-3461
180,-3311
-20,-3181
-200,-3021
-280,-2841
-420,-2741
-490,-2641
-620,-2621
-850,-2681
-980,-2821
-1140,-3041
-1290,-3281
-1530,-3471
-1860,-3571
-1960,-3531
-2040,-3411
-2160,-3251
-2300,-3071
-2460,-2861
-2600,-2651
-2740,-2491
-2960,-2281
-3130,-2021
-3250,-1841
-3350,-1611
-3440,-1441
-3520,-1211
-3470,-1061
-3410,-911
-3270,-631
-3130,-381
-3100,-361
-2990,-261
-2950,-121
-2880,-71
-2800,-1
-2630,69
-2440,159
-2310,259
-2250,369
-2280,449
-2330,529
-2410,609
-2540,729
-2560,849
-2640,929
-2710,1039
-2900,1209
-2950,1209
-3180,1459
-3290,1779
-3370,1929
-3160,1989
-2980,2049
-2820,2119
-2700,2179
-2620,2259
-2450,2249
-2380,2289
-2280,2359
-2110,2509
-1840,2689
-1530,2839
-1380,2979
-1160,3039
-850,2799
-690,2599
-520,2469
-430,2489
-330,2559
-220,2719
-180,2839
-140,2939
-120,2959
60,3129
130,3249
370,3189
620,3129
850,3009
1040,2989
1280,2939
1410,2939
1790,2839
2130,2749
2460,2649
2550,2529
2490,2459
2480,2399
2530,2099
2470,1759
2400,1369
2310,1109
2160,789
2010,519
1940,339
1790,229
1750,129
1690,-11
