"V1","V2"
2320,579
2470,779
2430,849
2430,979
2180,1049
2050,1269
2100,1379
2210,1399
2210,1489
2050,1489
1940,1649
1850,1889
1470,2049
1410,2089
1410,2179
1180,2249
1070,2139
650,1999
230,1869
140,1779
-170,1709
-80,1669
-300,1579
-570,1359
-680,1269
-970,1269
-1060,999
-1170,1069
-1680,559
-1660,249
-1730,-41
-1680,-261
-1620,-421
-1420,-551
-1240,-621
-1220,-861
-1170,-1091
-1040,-1171
-880,-1221
-900,-1331
-1020,-1441
-1020,-1511
-1020,-1731
-1060,-1951
-1040,-2221
-990,-2621
-900,-3111
-860,-3371
-730,-3511
-390,-3821
-190,-3891
140,-3911
430,-3971
720,-3971
1050,-3861
1300,-3891
1650,-3911
1780,-4021
2010,-4091
2100,-4091
2140,-3971
2230,-3371
2140,-3351
2180,-3241
2100,-2841
2300,-3021
2520,-3091
2650,-3041
2720,-3041
3030,-2931
3120,-2841
3270,-2821
3560,-2691
3740,-2531
3960,-2171
4250,-1711
4410,-1421
4410,-1351
4270,-1111
4270,-801
4140,-771
3940,-821
3810,-841
3920,-691
3940,-421
3780,-61
3745.33333333332,34.3333333333356
3696.98967117442,51.9128468456637
3650,69
3740,179
3760,309
3700,399
3670,559
3670,779
3720,889
3740,1029
3560,1069
3410,1069
3270,1069
3180,1049
2900,979
2740,849
2610,869
2340,579
