"V1","V2"
-1880,-3131
-1810,-2751
-1610,-2641
-1610,-2481
-1610,-2411
-1570,-2281
-1320,-2041
-1010,-1811
-920,-1751
-720,-1751
-520,-1751
-660,-1681
-810,-1551
-950,-1331
-1060,-991
-1120,-731
-1120,-531
-1060,-281
-970,9
-970,499
-860,899
-840,919
-860,1389
-840,1449
-680,1319
-500,1319
-240,1609
-80,1759
140,1759
590,1699
1050,1559
1300,1389
1680,1409
1990,1319
2120,1099
2320,609
2300,649
2320,389
2280,-11
2360,119
2700,249
3390,359
3940,359
4160,9
4430,-441
4590,-811
4880,-1441
4990,-1991
5030,-2211
5050,-2481
5030,-2641
4720,-3041
4250,-3751
4100,-3681
4030,-3701
3880,-3791
4030,-4241
3940,-4551
3740,-4731
2990,-4901
2280,-5131
2190,-5241
2050,-5281
1790,-5391
1390,-5441
1080,-5351
790,-5151
630,-4841
360,-5131
140,-5301
-60,-5411
-240,-5441
-680,-5191
-970,-5151
-1660,-4791
-2060,-4551
-2060,-4481
-2170,-4331
-2320,-4211
-2320,-3991
-2170,-3701
-1970,-3391
-1920,-3131
