"V1","V2"
2090,2999
2130,3069
2140,3129
2100,3289
2070,3309
2000,3359
2130,3719
2110,3839
2080,3999
2030,4029
2060,4099
2070,4179
2020,4239
1940,4299
1920,4369
1790,4399
1510,4529
1410,4709
1200,4819
1090,4869
900,4839
700,4789
600,4769
550,4669
330,4489
400,4269
30,4429
-70,4389
-160,4299
-240,4189
-610,3869
-790,3839
-920,3899
-950,3789
-920,3679
-870,3519
-750,3469
-860,3429
-850,3239
-1040,3129
-1040,2999
-980,2909
-910,2869
-770,2869
-720,2919
-640,2859
-400,2649
-240,2549
-130,2429
-60,2309
110,2219
310,2129
380,2129
-390,1729
-420,1679
-500,1449
-530,1209
-560,1029
-530,949
-420,819
-370,639
-280,559
-200,419
-90,369
180,99
290,-61
430,-161
570,-221
710,-361
800,-481
830,-551
1130,-491
1340,-421
1540,-321
1710,-221
1870,-131
2000,39
2140,309
2240,179
2390,59
2460,-11
2570,109
2650,79
2630,-1
2740,-91
2890,-131
3160,-231
3230,-231
3470,-221
3650,-141
3750,-111
3780,169
3690,169
3690,239
3860,499
3960,659
4100,849
4220,969
4310,1039
4350,1039
4370,1059
4250,1159
4060,1329
3820,1429
3740,1429
3690,1509
3800,1499
3920,1519
4180,1649
4470,1919
4540,2009
4590,2058.99999999999
4590,2099
4590,2139
4590,2189
4590,2249
4670,2309
4690,2379
4740,2469
4760,2499
4700,2549
4570,2639
4560,2739
4550,2779
4550,2829
4490,2879
4350,2909
4200,3069
4100,3129
3890,3269
3770,3309
3740,3379
3730,3489
3710,3589
3550,3689
3360,3729
3270,3689
3150,3569
3140,3629
3020,3629
2910,3589
2730,3519
2560,3449
2500,3359
2140,3049
