"V1","V2"
-3080,1619
-3170,1569
-3280,1529
-3350,1439
-3440,1299
-3530,1189
-3550,1019
-3570,859
-3530,659
-3530,529
-3530,389
-3550,219
-3550,19
-3550,-181
-3550,-341
-3550,-521
-3530,-581
-3610,-581
-3610,-631
-3530,-651
-3440,-811
-3350,-901
-3280,-1071
-3300,-1141
-3190,-1231
-3040,-1271
-2970,-1271
-2810,-1301
-2570,-1301
-2350,-1231
-2190,-1211
-2130,-1181
-2100,-1381
-2100,-1471
-2010,-1651
-1930,-1831
-1860,-2011
-1840,-2121
-1770,-2211
-1610,-2271
-1590,-2381
-1530,-2541
-1480,-2631
-1530,-2741
-1460,-2781
-1370,-2831
-1330,-2761
-1240,-2781
-1240,-2701
-1170,-2671
-1190,-2521
-1210,-2451
-1150,-2451
-880,-2541
-660,-2581
-440,-2721
-170,-2721
-40,-2761
-80,-2921
30,-3011
120,-3101
230,-2961
360,-2831
390,-2741
520,-2671
590,-2541
670,-2411
720,-2341
670,-2231
540,-2251
430,-2271
470,-2181
500,-1981
500,-1741
500,-1581
630,-1541
810,-1541
1010,-1471
1100,-1361
1100,-1271
1230,-1271
1470,-1211
1560,-1071
1790,-1031
2010,-1071
2120,-871
2250,-781
2430,-651
2540,-541
2450,-451
2450,-361
2450,-231
2430,-31
2390,39
2340,19
2390,99
2390,299
2390,549
2340,729
2390,969
2390,1259
2410,1529
2360,1749
2360,1969
2270,2149
2270,2329
2230,2439
2070,2499
2030,2569
1940,2679
1900,2839
1810,2949
1810,3019
1790,3169
1740,3259
1610,3369
1500,3419
1390,3419
1250,3349
1160,3279
1010,3279
900,3279
850,3439
790,3549
670,3549
590,3479
450,3349
320,3369
210,3419
100,3279
-40,3239
-170,3059
-280,2969
-370,2879
-460,2769
-550,2619
-640,2529
-730,2389
-750,2279
-790,2129
-790,2079
-860,2099
-950,2169
-1080,2239
-1190,2349
-1300,2459
-1440,2499
-1590,2569
-1700,2589
-1880,2549
-1970,2529
-1950,2569
-1950,2699
-2010,2729
-1950,2839
-1930,2949
-1990,3129
-2150,3259
-2190,3169
-2280,3079
-2410,3019
-2570,2989
-2700,2899
-2770,2839
-2750,2749
-2860,2699
-2900,2749
-3010,2769
-3170,2679
-3280,2589
-3410,2479
-3350,2369
-3330,2219
-3260,2099
-3190,1949
-3170,1789
