"V1","V2"
3540,2649
3340,2729
3210,2709
3120,2869
2790,2909
2360,3019
2030,3069
1650,3179
1300,3109
1050,2999
1080,3199
900,3199
720,3069
500,2909
300,3089
120,3019
-40,2759
-150,2489
-210,2379
-100,2109
-320,2199
-500,2199
-920,2529
-990,2329
-1100,2269
-1100,2089
-810,1759
-480,1469
-100,1019
160,709
410,489
560,419
360,309
120,89
-170,-221
-350,-401
-500,-691
-590,-951
-590,-1001
-680,-1221
-790,-1531
-840,-1711
-770,-1871
-590,-2021
-280,-2151
-480,-2311
-480,-2441
-320,-2711
-10,-2871
410,-2981
1010,-3201
1430,-3311
1790,-3331
2030,-3201
2390,-2801
2740,-2221
3010,-2491
3210,-2491
3520,-2491
3520,-2441
3680,-2291
3830,-2401
4080,-2331
4230,-2091
4300,-1981
4520,-2041
4700,-1951
4850,-1691
4920,-1311
5140,-751
5140,-471
4940,-201
4740,-131
5080,159
5160,289
5280,399
5250,399
5120,599
5120,909
4920,1179
4830,1289
4900,1579
4480,1689
4210,1669
3850,1489
3810,1399
3650,1529
3760,1799
3720,2219
3590,2489
3480,2669
