"V1","V2"
-2757.53567584614,-437.968605255399
-2720,-471
-2230,-541
-2610,-691
-2880,-761
-2970,-891
-3630,-1721
-3990,-2651
-4010,-3181
-3990,-3411
-3630,-3611
-3100,-3851
-2320,-4071
-1940,-4141
-1030,-4491
-790,-4541
-590,-4231
-540,-3651
-520,-3341
590,-3741
750,-3721
1120,-3271
1770,-2811
2460,-2451
2750,-2291
2700,-2091
2010,-1141
1770,-1031
1550,-1031
1390,-1341
1480,-961
1680,-781
2010,-411
2320,-11
2550,349
2260,1309
2010,1859
1790,2329
1170,3239
990,3149
410,2879
30,2529
-120,2309
-280,2329
-500,2819
-826.986301369864,3453.15525114155
-1011.58893602013,3606.99078001678
-1050,3639
-1590,3529
-3140,3149
-4250,2709
-4740,2479
-4500,1549
-3830,639
-2970,-251
