"V1","V2"
140,469
-240,459
-500,339
-580,199
-640,59
-850,-201
-950,-461
-1000,-861
-1030,-1381
-990,-1441
-790,-1681
-630,-1741
-390,-1841
-150,-1951
310,-2021
620,-2001
890,-1881
1050,-1661
1290,-1241
1370,-931
1390,-841
1440,-961
1700,-1051
2190,-1131
2630,-1061
2810,-451
2940,-21
2940,339
2830,859
2890,989
2670,989
2870,1139
2650,1819
2360,1749
2000,1589
1620,1349
1710,1719
1740,2019
1630,2489
1240,2569
770,2579
270,2319
400,2589
100,2559
-250,2479
-660,2509
-970,2369
-990,1939
-1070,1509
-790,1149
-560,1009
-190,659
170,479
