"V1","V2"
-661.068357713975,1292.72265218972
-680,1339
-480,1629
-190,2079
-190,2449
30,2449
30,2279
140,2479
410,2559
660,2629
430,2649
210,3049
-140,3249
-370,3849
-540,4249
-480,4519
-320,4759
-80,4759
120,4959
340,5049
1010,5159
1430,5249
2010,5319
2540,5429
2830,5359
3030,5249
3210,5159
3370,4879
3410,4629
3410,4249
3280,4119
3030,4159
2940,4159
2940,4049
2940,3939
3060,3879
3100,3759
3060,3679
3320,3739
3300,3629
3230,3429
3170,3249
3540,3319
3810,3229
3830,2959
3970,2879
4210,2829
4100,2559
4340,2249
4430,1939
4540,1829
4570,1649
4740,1539
4430,1359
3970,739
3500,159
3300,229
3100,159
2830,139
2520,139
2100,229
1700,449
1520,629
1460,519
1340,279
1080,-151
860,-371
720,-351
830,-481
610,-461
520,-351
460,-151
210,-121
30,49
100,49
-140,249
-480,449
-570,829
-590,1119
