"V1","V2"
-2530,2909
-2220,3239
-1880,3459
-1440,3459
-1170,3459
-1330,3569
-1750,4109
-2080,4879
-2440,5509
-2710,5929
-2950,6129
-2950,6279
-2310,6619
-1680,6679
-390,6859
290,6729
980,6529
1050,6389
1120,6109
1430,5059
1520,4949
1540,4659
1720,4459
1430,3989
1340,3949
1580,3969
1863.23834196893,4037.36787564767
2530.37571848297,3955.11806210484
2580,3949
3140,3619
3520,3329
3210,2949
3050,2789
2960,2369
2760,1789
2520,1389
2120,949
1850,729
1870,749
1650,549
1450,639
1070,659
850,659
580,509
410,529
490,149
360,-161
-60,-561
-310,-471
-590,-321
-990,-251
-1640,-161
-2060,-51
-2280,79
-2750,169
-2840,259
-2930,529
-3020,1239
-2970,1879
-2840,2219
