MAPNUM,MINLAT,MAXLAT,MINLON,MAXLON,LABLAT,LABLON,XRED,YRED,XGREEN,YGREEN,XDOUBLE,YDOUBLE,XGRID,YGRID,PERIM,AREA,GRIDX,GRIDY,XGRIDCOO,YGRIDCOO,BOXSIZEX,BOXSIZEY,COMPLETE,TOTALCEL,TOTALRED,TOTALGRE,TOTALDOU,MEANPERI,MEANAREA,box size,xmin,x max,mid,nasal red,temp red,nasal green,temp green,nasal double,temp double
1,2239,6859,-2950,1870,,,,,,,,,,,,,,,,,,,,,,,,,,155,-3160,3660,595,307,12,269,53,1,0
2,3129,3259,-660,-530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-561,2219,-3020,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2320,6429,,,,,4,24,44.58204334,705.4606102,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2360,6439,,,,,4,24,32.19814242,601.5585312,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2360,6459,,,,,4,24,42.10526316,786.3585388,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2320,6359,,,,,4,24,29.72136223,176.7485551,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2330,6349,,,,,4,24,29.72136223,493.4390246,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2360,6349,,,,,4,24,41.48606811,455.8655791,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2380,6319,,,,,4,24,42.10526316,443.2132964,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2340,6309,,,,,4,24,36.53250774,499.5734647,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2260,6439,,,,,4,24,47.05882353,735.3660056,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2280,6469,,,,,4,24,35.29411765,675.5552147,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2200,6419,,,,,4,24,37.77089783,1090.780128,,,,,,,,,,,,,,,,,,,,,,,
4,729,4039,1850,3520,,,-2180,6419,,,,,4,24,36.53250774,1143.689674
4,729,4039,1850,3520,,,-2200,6349,,,,,4,24,50.77399381,1012.94942
4,729,4039,1850,3520,,,-2150,6439,,,,,4,24,40.24767802,1290.532834
4,729,4039,1850,3520,,,-2130,6539,,,,,4,24,41.48606811,1835.731197
4,729,4039,1850,3520,,,-2110,6589,,,,,4,24,39.00928793,2392.048232
4,729,4039,1850,3520,,,-2080,6549,,,,,4,24,26.00619195,1425.490516
4,729,4039,1850,3520,,,-1720,6469,,,,,6,24,50.77399381,7.284647605
4,729,4039,1850,3520,,,-1580,6359,,,,,6,24,60.68111455,1332.707109
4,729,4039,1850,3520,,,-1510,6429,,,,,6,24,42.10526316,1477.249854
4,729,4039,1850,3520,,,-1620,6439,,,,,6,24,29.10216718,603.4755437
4,729,4039,1850,3520,,,-1620,6499,,,,,6,24,43.34365325,721.5635154
4,729,4039,1850,3520,,,-1540,6499,,,,,6,24,45.20123839,2160.856521
4,729,4039,1850,3520,,,-1130,6439,,,,,8,24,36.53250774,332.7933748
4,729,4039,1850,3520,,,-860,6419,,,,,8,24,33.43653251,1455.012509
4,729,4039,1850,3520,,,-900,6409,,,,,8,24,33.43653251,1225.73781
4,729,4039,1850,3520,,,-510,6369,,,,,10,24,51.39318885,631.8473291
4,729,4039,1850,3520,,,140,6379,,,,,12,24,32.19814242,407.1734609
4,729,4039,1850,3520,,,920,5889,,,,,14,22,40.86687307,1388.300473
4,729,4039,1850,3520,,,1020,5749,,,,,14,22,33.43653251,663.6697371
4,729,4039,1850,3520,,,160,5959,,,,,12,22,56.34674923,1245.291338
4,729,4039,1850,3520,,,-500,5699,,,,,10,22,43.9628483,557.0838405
4,729,4039,1850,3520,,,-1140,5849,,,,,8,22,52.0123839,881.8257627
4,729,4039,1850,3520,,,-950,5969,,,,,8,22,44.58204334,1356.094662
4,729,4039,1850,3520,,,-940,5719,,,,,8,22,36.53250774,874.1577126
4,729,4039,1850,3520,,,-1090,5709,,,,,8,22,41.48606811,963.1070939
4,729,4039,1850,3520,,,-1120,5749,,,,,8,22,39.62848297,397.9718007
4,729,4039,1850,3520,,,-920,5809,,,,,8,22,47.05882353,2184.244074
4,729,4039,1850,3520,,,-1470,5899,,,,,6,22,34.05572755,837.7344746
4,729,4039,1850,3520,,,-1610,5969,,,,,6,22,43.34365325,691.65812
