"V1","V2"
-3074.64466094067,3523.64466094067
-3110,3559
-3330,3249
-3660,2599
-3770,2539
-3770,2379
-3840,2269
-3800,2019
-4060,2179
-4080,2359
-4170,2309
-4170,2199
-4240,2359
-4570,2579
-5150,3069
-5400,3049
-5620,2889
-6570,2399
-7040,2069
-7440,1709
-7660,1539
-7600,1159
-7550,959
-7600,649
-7370,539
-7240,269
-6770,-1
-6350,-151
-5440,-241
-5800,-731
-6080,-1151
-6280,-1531
-6480,-1931
-6770,-2531
-6770,-2801
-6640,-3041
-6550,-3751
-6370,-4061
-6170,-4151
-5680,-4461
-4950,-4661
-3660,-4641
-2550,-4461
-1910,-4421
-1640,-4381
-1570,-4001
-1640,-3691
-1930,-3291
-2170,-3241
-1930,-3021
-910,-2781
-970,-2781
-750,-2661
-420,-2621
-330,-2581
-170,-2041
-20,-1441
30,-1111
120,-781
450,-21
360,109
120,289
-170,309
-860,289
-1020,579
-800,559
-750,779
-570,1619
-570,1939
-1170,2379
-1880,2819
-2910,3359
