"V1","V2"
-750,2099
-660,1949
-570,1789
-530,1589
-420,1479
-420,1389
-490,1279
-640,1189
-840,1079
-890,1059
-970,989
-1040,879
-1150,789
-1150,699
-1060,589
-1040,499
-1040,389
-1150,279
-1150,189
-1170,149
-1150,59
-1240,79
-1260,79
-1240,39
-1150,39
-1240,-121
-1260,-211
-1350,-121
-1460,-31
-1530,-101
-1570,-121
-1570,-161
-1550,-251
-1440,-321
-1350,-431
-1240,-451
-1170,-431
-1170,-521
-1060,-561
-950,-721
-840,-741
-660,-831
-550,-831
-460,-901
-350,-831
-290,-811
-170,-831
-170,-921
-170,-1121
-150,-1231
-130,-1341
-40,-1361
-40,-1521
30,-1721
110,-1921
70,-1901
250,-2031
380,-2211
540,-2321
560,-2431
670,-2431
740,-2611
1070,-2831
1470,-2941
1650,-2961
1960,-3031
2250,-3101
2560,-3231
2760,-3141
2850,-2941
2960,-2831
2980,-2721
3110,-2561
3230,-2431
3180,-2321
3160,-2251
3070,-2231
3110,-2161
3230,-2051
3250,-1921
3340,-1741
3360,-1611
3450,-1701
3580,-1721
3740,-1831
3980,-1831
4250,-1741
4510,-1561
4760,-1431
5050,-1211
5180,-941
5310,-721
5360,-521
5380,-341
5380,-211
5430,169
5450,299
5470,479
5450,769
5450,879
5340,1099
5250,1189
5230,1189
5110,1099
5030,989
4910,989
4830,989
4780,1079
4850,1169
4960,1099
5050,1099
5140,1189
5180,1279
5160,1439
5140,1589
5030,1789
4960,1989
4910,2169
4780,2279
4650,2299
4540,2389
4450,2389
4360,2369
4270,2279
4230,2279
4070,2279
3980,2279
3910,2279
3910,2239
3650,2189
3470,2189
3250,2079
3030,1989
2850,1789
2710,1679
2650,1499
2580,1679
2510,1769
2470,1769
2360,1879
2270,1969
2140,2079
2050,2149
2030,2079
1960,2169
1760,2279
1580,2369
1450,2389
1250,2479
1160,2459
1110,2389
1030,2389
870,2459
670,2499
450,2549
250,2569
140,2569
-40,2549
-170,2479
-220,2389
-260,2389
-350,2439
-460,2279
-550,2239
-620,2279
-750,2169
