"V1","V2"
-1308.02331830423,-217.080197592977
-1260,-231
-1460,-411
-1310,-501
-1970,-961
-1970,-991
-2130,-1071
-2040,-1391
-2240,-1721
-2440,-2561
-2710,-2941
-2620,-3161
-2550,-3501
-2220,-3541
-1970,-3701
-1680,-3721
-1640,-3321
-1840,-2941
-1800,-2501
-1510,-2871
-1350,-3101
-840,-3271
-440,-3451
-420,-3541
-80,-3561
320,-3501
470,-3391
780,-3431
1540,-3011
1490,-2741
1380,-2321
1360,-1561
1360,-1521
2030,-1411
2140,-1301
2360,-921
2490,-1011
3000,-431
2940,-321
2940,9
2800,79
2630,299
2430,1279
2360,1439
2200,1549
2160,2279
2000,2479
1250,2299
980,1879
850,1699
690,1949
-110,2679
-230.342469783856,2693.15793762163
-280,2699
-660,3079
-880,3129
-1420,2879
-2730,2129
-3020,2079
-3440,1729
-3600,1409
-3510,1129
-2910,529
-2640,239
-2350,209
-2460,99
-1950,-31
