"V1","V2"
960,1159
1230,989
1490,759
1180,699
940,559
450,359
140,139
-280,-121
-660,-791
-930,-1571
-770,-1751
430,-2751
1430,-3371
1690,-3301
2030,-3101
2470,-2771
2490,-2571
2140,-2641
2870,-2171
2850,-2391
3250,-2921
3520,-2971
4000,-2991
4760,-2551
5290,-2011
5600,-1391
5800,-1061
5920,-901
5920,-951
6050,-791
6140,-751
6180,-591
6050,-501
5940,-391
5690,-171
5340,49
5380,299
5670,589
5940,989
5890,919
5830,1159
5520,1989
4960,2789
4490,3449
4490,3589
4230,3649
3890,3299
3670,3029
3470,3319
3050,3829
1760,3849
890,3879
450,3849
290,3249
340,2589
430,2139
720,1759
520,1759
