"V1","V2"
1920,-791
1690,-581
1390,-391
940,-341
1260,-191
1590,79
2140,599
2380,1069
2620,1549
2500,1709
2040,2289
1230,2939
880,3389
630,3489
270,3039
-40,2639
-150,2429
-700,2689
-1590,3009
-1970,2999
-2240,2679
-2870,2009
-3260,1729
-3450,1499
-3430,1339
-3330,1179
-2800,909
-3150,479
-3390,129
-3480,-281
-3440,-471
-3080,-1211
-3090,-1161
-2760,-1911
-2480,-2311
-2450,-2671
-2300,-2711
-1890,-2561
-1390,-2281
-1000,-2131
-750,-2361
-440,-2611
-200,-2781
50,-2781
370,-2781
720,-2711
670,-2731
1640,-2371
2130,-2121
2270,-1941
2240,-1811
2430,-1571
2300,-1441
2160,-1211
