"V1","V2"
900,2439
1050,2399
1100,1999
1340,2219
1230,2199
1180,2749
1410,2889
1500,3239
1720,3459
1320,3399
900,3459
540,3729
340,3929
410,5019
630,5419
1230,5289
1630,5419
1920,5419
2830,5419
3050,5289
3250,4929
3340,4689
3430,4639
3580,4889
3780,4839
4100,4689
4500,4369
4670,3949
4740,3749
4630,3309
4250,2859
5210,1909
5250,1619
5030,1509
4410,639
3700,639
3410,729
3120,969
2960,709
2870,639
2900,639
2270,459
1720,459
1900,169
1500,-231
1010,-361
630,-361
50,109
-170,729
30,799
70,1219
340,1659
