"V1","V2"
-490,-511
-130,-401
-130,-311
-600,-91
-1330,489
-1690,859
-1930,1089
-1730,1419
-1800,1749
-1600,1889
-1530,1999
-1200,2349
-600,2769
-20,3199
310,3329
560,3109
780,2999
1000,2689
1270,2039
1600,2149
2070,2569
2360,2689
3110,3019
3510,2569
4270,1489
4510,529
4400,309
3780,-271
3710,-601
3760,-601
4110,-981
4510,-1651
4200,-1941
3490,-2431
2400,-3141
1780,-3471
1400,-3291
1240,-3111
1000,-2581
760,-2801
440,-3271
180,-3471
-20,-3511
-330,-3251
-800,-3031
-1600,-2471
-2000,-2161
-2000,-1981
-1800,-1851
-1560,-1851
-1530,-1451
-690,-671
