"V1","V2"
1330,2169
1310,2439
1260,2639
1110,2749
910,3019
690,3169
310,3369
20,3529
-90,3439
-140,3549
-340,3529
-490,3549
-690,3619
-740,3619
-780,3369
-890,3529
-1000,3509
-1090,3529
-1140,3419
-1200,3329
-1400,3239
-1580,3149
-1710,3039
-1870,2949
-1980,2769
-2090,2659
-2200,2509
-2290,2349
-2380,2149
-2420,1969
-2540,1839
-2580,1749
-2580,1549
-2620,1419
-2710,1169
-2670,1109
-2690,1019
-2780,1019
-2800,949
-2890,909
-2980,909
-2910,769
-2820,529
-2710,369
-2600,169
-2470,39
-2310,-51
-2090,-231
-1890,-361
-1690,-431
-1490,-541
-1380,-561
-1270,-491
-1110,-431
-1070,-291
-1070,-471
-1000,-651
-980,-871
-910,-1231
-910,-1631
-800,-2071
-690,-2471
-420,-2761
-200,-2961
-20,-3051
260,-3071
580,-2981
510,-2961
580,-2961
710,-2941
820,-2891
1020,-2871
1290,-2891
1460,-2871
1620,-2871
1860,-2741
2020,-2651
2220,-2541
2490,-2361
2690,-2251
2820,-2071
2860,-2031
3020,-2031
3130,-1981
3130,-1891
3180,-1651
3180,-1491
3220,-1291
3220,-1141
3220,-961
3200,-781
3060,-651
2860,-361
2980,-361
3130,-291
3310,-251
3260,-161
3330,-91
3620,-51
3780,39
4000,219
4000,349
3930,529
3930,819
3820,1349
3710,1639
3660,1909
3530,2149
3420,2309
3310,2419
3220,2509
3130,2639
3090,2659
2980,2749
2930,2859
2890,2929
2730,2859
2600,2859
2420,2909
2310,2909
2060,2839
1820,2729
1710,2639
1510,2459
1400,2349
1380,2169
