"V1","V2"
888.633523106368,420.062304545836
920,459
1230,639
1340,659
1560,659
1320,769
1090,949
940,1589
959.655172413792,2159
941.723113791989,2679.02970003232
940,2729
980,3259
1230,3329
1250,3659
1490,3789
1600,3749
2250,3789
2740,3789
3120,3749
3580,3929
3850,3949
4250,3679
4650,3169
4690,3239
4940,3389
5470,3569
5560,3569
5940,3189
6720,2369
7120,1969
7230,1949
7160,1789
7050,1389
6760,839
6540,679
6940,499
7270,239
7520,-11
7520,-231
7490,-361
7380,-501
7290,-631
7320,-611
7270,-871
6940,-1431
6650,-1981
6470,-2381
6490,-2611
5960,-2901
5600,-2871
5270,-2611
5070,-2541
4890,-2521
4890,-2321
4560,-2141
4670,-2451
4690,-2651
4490,-2651
4360,-2941
4050,-2981
3760,-3161
2740,-3831
2630,-3651
2050,-3501
1360,-3101
630,-2451
600,-2451
0,-1961
140,-1831
270,-1071
360,-561
380,-411
643.181818181817,115.363636363634
