"V1","V2"
940,2059
760,2059
650,1949
470,1839
360,1799
360,1889
230,1859
50,1779
-60,1689
-150,1529
-260,1379
-260,1309
-440,1659
-550,1859
-730,1999
-930,2129
-1150,2199
-1460,2239
-1680,2239
-1950,2239
-2150,2219
-2420,2129
-2550,2129
-2660,1799
-2880,1289
-3060,889
-3240,509
-3350,149
-3420,-381
-3370,-761
-3280,-1001
-3150,-1111
-2950,-1361
-2660,-1541
-2350,-1651
-2150,-1651
-1930,-1671
-1860,-1711
-1950,-1821
-1950,-2001
-1950,-2381
-1860,-2621
-1750,-2911
-1660,-3161
-1460,-3381
-1440,-3581
-1350,-3561
-1460,-3711
-1220,-3821
-770,-3851
-370,-3941
-260,-3851
-80,-3981
140,-4001
450,-4051
650,-4051
850,-4051
920,-3981
960,-3911
1050,-3871
1120,-3911
1250,-3911
1340,-3851
1540,-3781
1740,-3781
1940,-3711
2050,-3651
2160,-3361
2270,-3051
2360,-2741
2320,-2291
2270,-2111
2140,-2021
2160,-2001
2250,-1941
2430,-1961
2720,-1891
2870,-1801
3340,-1511
3650,-1271
3830,-1071
3940,-821
3870,-741
3760,-621
3650,-421
3580,-201
3560,-21
3540,39
3430,349
3250,689
3140,859
2980,1149
2780,1399
2670,1599
2560,1749
2580,1839
2540,1949
2520,2039
2470,2109
2340,2089
2120,2109
1850,2199
1740,2239
1580,2309
1450,2259
1250,2239
1140,2109
940,2089
