"V1","V2"
340,389
270,299
230,279
160,499
70,899
-130,1099
-440,1299
-730,1409
-1060,1299
-1770,1279
-2530,1099
-3130,899
-3660,609
-4530,-101
-4550,-591
-4550,-791
-4240,-1321
-3660,-1791
-3130,-1991
-2970,-2301
-2930,-2411
-2730,-2191
-2440,-2231
-2730,-2501
-2730,-2611
-2833.86689139677,-3451.37757584659
-2840,-3501
-2770,-4211
-2640,-4501
-2530,-4811
-2640,-4901
-2440,-5031
-2040,-5301
-1730,-5411
-1240,-5301
-570,-5101
-240,-4921
70,-4901
360,-4611
360,-4701
870,-4431
1140,-4101
1160,-3591
1140,-3391
1070,-3301
1070,-3101
1360,-3011
1760,-2791
2160,-2411
2270,-2101
2270,-1591
2160,-901
2230,-901
1960,-391
1830,-101
1560,299
1560,569
1470,569
1030,609
850,769
670,699
270,369
