"V1","V2"
-1370,929
-1750,689
-1750,489
-1640,359
-1550,89
-1640,219
-1770,129
-1930,309
-2020,439
-2130,799
-2150,1129
-2330,1219
-2530,1509
-2770,1619
-3640,1599
-4770,1399
-5530,1239
-5930,959
-5970,799
-5700,-1
-5260,-671
-4970,-981
-4440,-1241
-4420,-1361
-4220,-1381
-4060,-1581
-4170,-1671
-3950,-1761
-3900,-1841
-4060,-1801
-4370,-1841
-4570,-2001
-4900,-2381
-4970,-2561
-5620,-3491
-5700,-3781
-5770,-4511
-5770,-4781
-5060,-5181
-4240,-5581
-2840,-6201
-2700,-6311
-2460,-6291
-2060,-5671
-1860,-5201
-1930,-5111
-1860,-5091
-1770,-4841
-1550,-4841
-1460,-4781
-1130,-5111
-860,-5441
-530,-5511
-440,-5381
-460,-5471
-150,-5361
100,-5091
450,-4801
1050,-4441
980,-4071
650,-3711
270,-3471
-150,-3471
-350,-3581
-130,-3291
650,-2311
1022.55537547272,-1873.24743381956
919.336333812534,-1627.10971909143
900,-1581
540,-981
340,-491
-20,19
-150,559
-150,1219
-260,1219
-750,1329
-1440,909
