"V1","V2"
1643.05618420567,321.787267542079
1690,339
2460,649
2770,829
3220,1119
3490,1139
4330,2319
3290,3429
2930,3629
2240,3919
1420,2649
1240,2519
1350,2919
1260,3319
1150,3539
640,3539
40,3119
-180,2939
20,2649
130,2119
60,1919
60,1629
-140,1829
-340,2229
-510,2339
-470,2339
-940,2629
-1140,2339
-1670,2229
-1850,1829
-2250,2029
-2650,829
-1830,229
-1070,-171
-740,-351
-1540,-481
-1850,-571
-1830,-661
-2630,-1061
-2070,-1681
-1670,-2171
-980,-2571
-340,-2971
350,-2571
660,-2171
1020,-1371
930,-2171
1040,-2571
1240,-3371
1440,-3281
3060,-2771
4130,-2081
3490,-1481
2930,-751
2490,-281
1090,119
