"V1","V2"
2696.42383454426,4130.4304661823
2650,4149
2310,4239
2090,4299
2050,4239
2030,4349
1940,4439
1850,4609
1890,5149
1850,5389
1710,5659
1540,5749
1450,5749
1000,5839
630,5839
200,5879
140,5789
-150,5789
-490,5729
-860,5609
-1110,5679
-1370,5609
-1460,5459
-1370,5279
-1290,5189
-1290,5129
-1460,5079
-1550,4969
-1570,4839
-1570,4329
-1460,4099
-1260,3729
-1040,3499
-770,3299
-570,3189
-660,3129
-660,2929
-970,2679
-1370,2459
-1570,2189
-1690,1879
-1840,1479
-1840,1039
-1710,639
-1660,529
430,99
800,209
1030,499
1200,1079
1250,1329
1630,1099
2140,929
2340,879
2740,1299
3050,1839
3140,2299
3230,2639
3250,3009
3310,3389
3290,3699
3050,3989
