"V1","V2"
-840,-2631
-680,-2531
-540,-2351
-370,-2141
-300,-1961
-160,-2131
0,-2491
120,-2741
170,-2831
170,-3031
150,-3101
800,-3561
950,-3421
1050,-3411
1270,-3411
1530,-3371
1830,-3291
1990,-3311
2060,-3101
2150,-2891
2170,-2711
2310,-2641
2180,-2321
2110,-2021
1870,-1631
1560,-1401
1320,-1181
1160,-1131
1180,-1021
1030,-801
770,-351
890,-381
1030,-411
1350,-461
1530,-491
1600,-481
1770,-321
2000,-21
2030,59
2140,349
2270,669
2420,1039
2570,1419
2700,1789
2510,1859
2310,2059
2150,2219
1830,2419
1450,2639
1030,2829
830,2929
690,3049
610,3209
430,3219
270,3099
100,2899
-130,2629
-210,2379
-270,2159
-360,2039
-300,1929
-240,1799
-270,1749
-350,1709
-410,1759
-660,1959
-950,2089
-1110,2189
-1130,2199
-1470,2269
-1950,2269
-2270,2209
-2410,2119
-2580,1759
-2780,1429
-2870,1189
-3010,1019
-3030,889
-3000,749
-3120,789
-3300,939
-3400,949
-3450,659
-3540,419
-3590,159
-3550,-81
-3250,-111
-3020,-31
-2890,-151
-2720,-241
-2550,-231
-2410,-211
-2290,-211
-2430,-321
-2480,-441
-2790,-1681
-2960,-2041
-2570,-2701
-2440,-3221
-1710,-3221
-1990,-2621
-2230,-2501
-2120,-2321
-1210,-2911
