"V1","V2"
320,689
620,799
840,929
1090,1049
1250,1209
1430,1359
1530,1499
1600,1709
1650,1889
1700,2079
1730,2299
1780,2469
1840,2559
1830,2689
1820,2939
1860,3129
1760,3159
1650,3139
1440,3209
1250,3309
1050,3429
900,3519
704.545454545448,3597.18181818182
594.189395817352,3655.60561397905
550,3679
430,3719
370,3759
150,3819
40,3869
-40,3899
-130,3729
-200,3529
-300,3289
-400,3109
-490,3009
-610,2999
-830,3199
-950,3349
-1020,3419
-1150,3469
-1250,3499
-1410,3489
-1520,3409
-1630,3359
-1770,3339
-1940,3269
-2130,3189
-2270,3129
-2410,3019
-2610,2979
-2840,2999
-2960,2999
-3040,2989
-2940,2699
-2900,2579
-2790,2419
-2680,2279
-2620,2169
-2520,1999
-2460,1829
-2410,1679
-2350,1529
-2330,1449
-2270,1449
-2170,1519
-2110,1569
-2070,1479
-2050,1389
-2080,1319
-2200,1269
-2350,1169
-2380,1149
-2640,1099
-2870,1009
-3070,819
-3250,619
-3360,219
-3430,-21
-3300,-351
-3180,-641
-3000,-851
-2770,-1291
-2620,-1461
-2420,-1601
-2280,-1531
-2150,-1431
-1930,-1371
-1700,-1331
-1540,-1151
-1470,-1261
-1250,-1571
-1090,-1781
-950,-1891
-770,-1981
-660,-2081
-480,-2101
-130,-2031
200,-2001
710,-1951
1130,-1921
1510,-1901
1830,-1851
1820,-1691
1800,-1541
1760,-1311
1740,-1111
1640,-941
1610,-721
1490,-411
1430,-261
1350,-131
1330,-61
1290,19
1140,149
960,259
800,379
670,469
560,439
380,449
300,509
202.22222222222,597.888888888889
