"V1","V2"
471.922180815032,2106.24941752977
430,2079
320,2079
140,2189
30,1989
-60,1859
-60,1659
-60,1409
30,1329
-170,1369
-370,1409
-660,1439
-770,1329
-770,1169
-920,1009
-1060,809
-1260,729
-1370,679
-1460,529
-1460,479
-1460,349
-1320,209
-1170,-31
-1060,-211
-920,-451
-770,-741
-680,-811
-570,-791
-570,-871
-520,-991
-660,-1051
-770,-1191
-920,-1411
-990,-1651
-1060,-1961
-1060,-2031
-1060,-2071
-970,-2431
-860,-2501
-660,-2741
-390,-2961
-260,-3101
30,-3231
140,-3361
340,-3451
480,-3561
720,-3701
880,-3851
1010,-3901
1080,-4011
1140,-4121
1230,-4211
1340,-4121
1610,-3961
1940,-3811
2050,-3651
2230,-3361
2340,-3141
2540,-3341
2610,-3411
2740,-3561
2850,-3591
3050,-3611
3250,-3651
3540,-3651
3680,-3611
3740,-3541
3850,-3561
3940,-3431
4140,-3341
4250,-3101
4210,-3031
4280,-2941
4650,-2651
4720,-2611
4740,-2471
4850,-2471
4940,-2431
4920,-2391
4830,-2321
4830,-2211
4740,-2161
4810,-2031
4850,-2011
4940,-1991
5010,-1831
5050,-1651
5230,-1521
5280,-1501
5140,-1211
5010,-991
4850,-791
4650,-611
4430,-431
4140,-271
4210,-271
4030,-211
3850,-211
3540,-141
3230,-101
3080,-121
2940,-231
2920,-251
2880,-301
2720,-301
2630,-301
2650,-191
2650,-31
2540,39
2540,189
2520,239
2430,209
2340,209
2430,259
2430,329
2340,569
2320,729
2210,989
2050,1169
1920,1349
1830,1529
1650,1659
1450,1749
1340,1879
1140,1969
1050,2099
920,2129
740,2189
630,2209
