"V1","V2"
57.6462890006631,1764.16018286385
10,1749
-280,1749
-370,1749
-480,1769
-570,1749
-570,1489
-480,1419
-390,1329
-570,1329
-680,1239
-860,1239
-970,1169
-1140,1089
-1140,1019
-1170,889
-1080,769
-1190,749
-1340,689
-1390,549
-1570,419
-1590,329
-1680,39
-1740,-71
-1680,-231
-1680,-341
-1660,-471
-1570,-651
-1480,-741
-1460,-761
-1480,-871
-1480,-1051
-1540,-1071
-1590,-1181
-1770,-1311
-1770,-1431
-1770,-1471
-1770,-1511
-1680,-1541
-1570,-1581
-1390,-1581
-1280,-1581
-1170,-1561
-1140,-1541
-1080,-1581
-990,-1581
-880,-1581
-770,-1581
-790,-1691
-740,-1851
-590,-1981
-390,-1981
-370,-2031
-280,-2181
-280,-2271
-280,-2381
-170,-2491
10,-2581
120,-2711
320,-2781
520,-2941
660,-3071
860,-3181
1010,-3271
1120,-3291
1230,-3271
1430,-3251
1720,-3231
1720,-3181
1830,-3111
1920,-3071
2120,-2891
2230,-2851
2320,-2851
2430,-2851
2540,-2781
2630,-2711
2740,-2691
2830,-2561
2920,-2451
3010,-2311
3010,-2361
3030,-2251
3140,-2181
3320,-2111
3430,-1981
3540,-1831
3740,-1491
3860,-1271
3940,-1071
4010,-871
3940,-761
3920,-651
4060,-671
4210,-671
4230,-581
4230,-431
4230,-181
4230,-31
4230,89
4210,129
4140,219
4140,329
4210,369
4140,549
4120,729
4010,819
3920,969
3830,969
3810,1039
3830,1129
3810,1149
3720,1239
3630,1239
3810,1329
3810,1419
3740,1529
3720,1639
3610,1729
3460,1769
3320,1819
3210,1889
3120,1949
2940,2039
2860,2089
2740,2129
2630,2169
2520,2169
2320,2169
2230,2089
2230,2039
2120,1949
2030,1889
2010,1749
2030,1729
2010,1659
1920,1729
1830,1749
1740,1729
1810,1619
1720,1549
1630,1569
1610,1639
1520,1639
1520,1569
1460,1529
1410,1459
1340,1329
1320,1289
1320,1349
1230,1439
1230,1569
1320,1639
1320,1749
1230,1839
1060,1839
1010,1859
920,1729
830,1569
830,1439
740,1289
720,1169
610,1259
430,1369
430,1439
430,1569
320,1729
230,1819
