"","dataset","E","El","nflip","EOD","sqrt.E","mean.strain","mean.logstrain","OD.phi","OD.lambda","status","mess","time"
"35","adult_retina/data/CD-1/GMA149/R-CONTRA",0.0021186825142308,0.00211868244172201,0,6.16517327584961,0.0460291477405569,0.0500822725883759,0.0505826714489873,-1.46319375417536,1.87554525145038,"0","Success","72.21"
"36","adult_retina/data/CD-1/GMA162/R-CONTRA",0.00279713791197642,0.00279711743584111,0,14.8961369152338,0.0528877815363918,0.0664101270827617,0.0677542440193943,-1.3108096917962,1.53620116401044,"0","Success","84.859"
"37","adult_retina/data/CD-1/GMA163/R-CONTRA",0.00210245871982584,0.00210245866764702,0,6.29870584153102,0.04585257536548,0.051042989154435,0.0513577889749983,-1.46086317124558,0.941864765336813,"0","Success","86.001"
"38","adult_retina/data/CD-1/GMA164/R-CONTRA",0.00379631372785787,0.00379573856605756,0,8.98754011725367,0.0616095655402435,0.107525208473489,0.109557736557434,-1.41393416009374,1.8579938750788,"0","Success","463"
"39","adult_retina/data/CD-1/GMA165/R-CONTRA",0.00331632095151465,0.00331631929941744,0,4.03759517754827,0.0575874925606024,0.0632987470970749,0.0643810153629833,-1.50032699708403,-2.2832020214447,"0","Success","95.541"
"40","adult_retina/data/CD-1/GMA253/R-CONTRA",0.00412435080110886,0.00412435013622047,0,10.6246752048224,0.0642211035113884,0.0694382122913587,0.0706201924446905,-1.38536076251574,0.292356546575023,"0","Success","116.217"
"41","adult_retina/data/CD-1/GMA256/R-CONTRA",0.00486769031257839,0.00486768965012658,0,10.6969822119884,0.0697688300756619,0.0770404878582649,0.0778568577769046,-1.38409876716843,1.35479002352787,"0","Success","325.038"
"42","adult_retina/data/CD-1/GMA547/R-CONTRA",0.00205078891537955,0.00205075227259879,0,8.0640971846117,0.0452852323898066,0.0618065549083323,0.065890383187855,-1.43005127972262,1.58242884210974,"0","Success","96.882"
"43","adult_retina/data/CD-1/GMA548/R-CONTRA",0.00163353509907335,0.0016335288675351,0,14.1280338024295,0.0404169378792493,0.057593767389952,0.0597123481062261,-1.32421562010945,1.86656879123272,"0","Success","118.875"
"44","adult_retina/data/CD-1/GMA550/R-CONTRA",0.00322524359945532,0.00322501330132939,0,5.31743165815924,0.0567892005695572,0.0848928777568138,0.0890463898837303,-1.47798963661024,-2.65919492719186,"0","Success","112.639"
"45","adult_retina/data/CD-1/GMA557/R-CONTRA",0.00227034250215734,0.00227033701597255,0,5.65662046089901,0.0476480536430666,0.0568822735982719,0.0583273241648501,-1.47206967521653,1.65626239433237,"0","Success","49.517"
"46","adult_retina/data/CD-1/GMA559/R-CONTRA",0.00190206142969123,0.00190206140570197,0,4.66865848219058,0.0436126289703105,0.0490534679430109,0.0499255251782292,-1.48931286462951,-0.421255590780832,"0","Success","101.493"
