"V1","V2"
1784.97469983894,-523.311003836629
1800,-571
1840,-841
2040,-1081
2170,-571
2510,-281
2930,-21
3260,49
3530,-41
3930,-371
4150,-751
4130,-791
4910,-2041
5260,-2881
5400,-3111
4910,-3591
4130,-3861
3970,-3991
3890,-4151
3840,-4221
4130,-4591
4130,-4641
4530,-5331
4550,-5681
3930,-6171
3130,-6641
2620,-6931
1530,-6131
970,-6861
1110,-6931
930,-7221
220,-7241
-1200,-6591
-2340,-5881
-3140,-5371
-2980,-5261
-2580,-4281
-1940,-3351
-1380,-2881
-780,-2711
-630,-2661
-360,-2551
-670,-2441
-830,-2311
-850,-2281
-1310,-1791
-1740,-1021
-1910,-391
-1870,319
-1670,829
-360,889
1570,939
1600,759
1400,539
1570,159
