"V1","V2"
840,-121
630,-181
440,59
540,199
150,419
20,289
-110,459
-1000,-101
-1280,-341
-1770,-481
-860,99
-1170,659
-2370,1249
-3430,1509
-3600,689
-3080,329
-3010,9
-3610,-51
-3580,-571
-2860,-341
-2700,-701
-2800,-941
-2550,-1021
-1980,-611
-2130,-931
-2470,-1151
-2220,-1281
-2570,-1381
-2510,-1721
-2640,-1761
-2680,-2091
-2450,-2041
-2740,-2331
-2750,-2461
-1990,-2551
-1250,-1931
-940,-1821
-950,-2281
-850,-2611
-650,-3201
20,-3661
1110,-3871
1590,-3761
2120,-3031
2370,-3141
2600,-3151
2710,-2891
2580,-2621
2890,-2731
3040,-2661
2970,-2441
3500,-2321
3550,-2441
3860,-2431
3830,-2131
4160,-1281
4230,-751
4130,-351
3710,-61
3910,169
4000,609
3860,1019
3740,1329
3200,1639
2470,1009
1830,339
1740,149
1470,39
1440,-131
1180,-211
1100,-441
1040,-441
