"V1","V2"
1500,1259
1520,1509
1450,1639
1320,1789
1070,2039
920,2079
700,2349
430,2509
210,2639
70,2619
10,2549
50,2459
120,2389
140,2239
100,2149
-100,2219
-300,2149
-240,2059
-410,2059
-530,1949
-640,1819
-700,1879
-810,1859
-790,1589
-950,1459
-1040,1349
-1100,1189
-1170,989
-1350,819
-1530,569
-1640,389
-1570,219
-1390,19
-1190,-211
-1080,-341
-1390,-521
-1570,-761
-1770,-1011
-1900,-1161
-1900,-1291
-1900,-1561
-1770,-1721
-1640,-1981
-1380,-2041
-1150,-1991
-980,-1861
-790,-1811
-670,-1951
-440,-1961
-200,-1961
-240,-1961
-150,-1961
30,-1921
-60,-2051
-60,-2181
30,-2381
30,-2631
120,-2871
320,-3141
720,-3051
1120,-3031
1390,-2981
1650,-2961
2050,-2811
2270,-2741
2230,-2671
2160,-2561
2050,-2411
2120,-2341
2560,-2521
2760,-2521
3100,-2491
3210,-2381
3140,-2211
3070,-1981
3030,-1741
2990,-1651
2900,-1361
2760,-1251
2650,-1291
2560,-1121
2700,-1161
3030,-1121
3340,-1051
3500,-921
3630,-721
3790,-341
3830,39
3870,259
3960,419
3960,459
3920,479
3810,509
3700,589
3830,679
3870,769
3830,929
3700,1169
3650,1419
3560,1479
3500,1659
3390,1749
3300,1659
3120,1569
3300,1709
3230,1909
3120,1949
2920,1909
2740,1949
2670,1929
2470,1859
2340,1749
2190,1749
2030,1639
1830,1549
1790,1459
1700,1459
1630,1459
1520,1309
