"V1","V2"
-1393.03425493397,-575.543116799621
-1350,-601
-1000,-621
-1060,-351
-670,-751
-580,-791
-820,-811
-1020,-991
-1350,-1381
-1550,-1931
-1690,-2491
-1760,-2961
-1490,-3731
-1240,-3661
-620,-3671
-410,-3731
870,-3471
1120,-3481
1200,-3261
1100,-2991
1340,-2901
1310,-2571
1460,-2741
1830,-2731
2270,-2651
2300,-2401
1910,-2441
1400,-2361
1480,-2161
1420,-1751
1820,-1811
2320,-1631
2870,-1181
2850,-231
2760,399
2380,999
2020,1349
1960,1899
1810,1849
610,1469
400,1949
-10,2139
-270,2059
-2420,1529
-2470,649
-2400,179
-2058.77268798617,-181.726015557479
