"V1","V2"
330,619
90,419
130,39
440,-231
-20,-561
90,-781
-20,-1071
-240,-1251
-420,-2031
-400,-2671
-290,-3451
-270,-3921
1000,-3981
2620,-3651
3070,-3601
3040,-2631
2930,-2521
3330,-2361
4160,-2141
4160,-2091
4470,-1891
4510,-1361
4820,-781
4870,-161
4820,39
5000,239
5200,679
5180,949
4620,1169
4000,1149
3710,999
3670,879
3360,709
3240,1569
3200,1999
2870,2599
2890,2529
2800,2839
2690,2679
1600,2999
490,3079
420,3149
-510,3349
-930,3569
-1200,3439
-1160,3259
-1400,2879
-1510,2729
-1490,2309
-1710,1879
-1800,1659
-2090,1059
-2000,929
-1640,679
-1270,659
-1220,1329
-960,1749
-690,1349
-180,1129
200,929
820,1019
580,749
