"V1","V2"
-10,1119
-140,1189
-210,1319
-340,1519
-520,1679
-610,1789
-740,1919
-920,2009
-1030,2029
-1500,2029
-1830,1989
-2140,1899
-2120,1809
-2100,1759
-2140,1719
-2230,1759
-2340,1759
-2430,1789
-2430,1679
-2340,1609
-2340,1499
-2430,1409
-2430,1319
-2500,1299
-2520,1229
-2540,1189
-2630,1209
-2630,1159
-2630,1119
-2630,1079
-2540,1009
-2630,919
-2740,919
-2700,809
-2630,789
-2630,719
-2630,499
-2630,389
-2630,229
-2630,119
-2630,-11
-2740,-11
-2810,-81
-2810,-121
-2740,-241
-2740,-371
-2720,-411
-2740,-521
-2720,-641
-2720,-681
-2610,-681
-2540,-611
-2540,-721
-2410,-901
-2340,-1041
-2230,-1101
-2030,-1241
-1900,-1391
-1630,-1501
-1340,-1701
-1230,-1791
-1140,-1841
-1210,-2121
-1140,-2391
-1030,-2571
-940,-2701
-900,-2721
-830,-2811
-740,-2901
-700,-3011
-540,-3101
-340,-3101
-140,-3081
60,-2991
170,-3011
280,-3101
460,-3101
500,-3101
500,-3041
460,-2971
770,-2971
1080,-2921
1280,-2901
1570,-2901
1770,-2841
1880,-2701
2080,-2501
2170,-2191
2280,-2101
2300,-2041
2280,-1921
2260,-1721
2260,-1681
2300,-1591
2370,-1501
2370,-1441
2280,-1391
2280,-1281
2280,-1191
2370,-1191
2480,-1101
2590,-1011
2680,-881
2660,-771
2680,-701
2860,-591
2970,-501
3170,-391
3280,-241
3370,-81
3300,-11
3190,99
3100,229
3080,409
3080,609
3080,809
2970,989
2880,1099
2880,1209
2970,1319
2970,1409
2970,1519
2880,1609
2790,1499
2770,1559
2680,1629
2680,1679
2570,1789
2480,1899
2390,2009
2280,2119
2170,2209
2170,2299
2080,2319
1970,2319
1970,2229
1990,2209
2080,2159
1990,2119
1790,2119
1680,2119
1390,2079
1280,1989
1080,1919
970,1759
900,1809
970,1919
1080,2009
1100,2029
1100,2119
970,2209
790,2079
660,1919
700,1989
570,1809
460,1719
370,1559
190,1409
60,1159
