"V1","V2"
-1480,4769
-1140,4449
-810,3949
-500,3639
-240,3539
-278.996235884567,4835.62484316184
-137.4902689714,5769.56422478876
-130,5819
1190,6029
1850,5819
2510,5409
2850,4879
2480,4379
2360,4329
2910,4299
3110,3689
3120,3689
3280,3919
3710,3859
4370,3369
4450,1489
4530,1189
5010,929
5110,429
4960,129
3860,319
3810,669
3110,239
2540,169
2280,299
1670,569
1590,679
1440,549
1520,89
1850,-321
1310,-501
1320,-981
490,-1531
190,-1911
-1610,-1741
-2160,-1671
-2290,-1511
-2130,-1141
-2180,-511
-1840,309
-1600,669
-1420,1239
-1400,1649
-1320,1949
-1680,1859
-1830,1629
-2560,1399
-3000,1579
-3150,1729
-3970,2689
-4440,3369
-3630,4259
-2650,5399
-2290,5279
-2000,4999
-1810,4859
