"V1","V2"
-1589.31591694112,859.891077596595
-1550,829
-1490,739
-1440,719
-1710,629
-1930,539
-2170,449
-2370,429
-2510,379
-2570,339
-2640,339
-2690,229
-2570,-151
-2510,-371
-2370,-661
-2130,-1021
-1930,-1351
-1750,-1551
-1530,-1771
-1290,-2021
-1110,-2221
-860,-2461
-800,-2661
-710,-2951
-570,-2971
-370,-3061
-60,-2951
70,-2661
160,-2461
200,-2371
270,-2061
360,-1821
450,-1771
470,-1861
510,-1951
600,-2061
710,-2151
830,-2151
940,-2061
1030,-1881
1160,-1861
1230,-1951
1200,-2021
1140,-2151
1140,-2171
1270,-2261
1450,-2371
1540,-2461
1760,-2661
1960,-2881
2180,-3151
2450,-2971
2910,-2971
3180,-2821
3560,-2571
3890,-2421
4160,-2281
4430,-2171
4450,-2061
4230,-1461
4090,-1261
3800,-951
3580,-661
3380,-551
3110,-351
2850,-171
2710,-21
2560,229
2430,379
2360,539
2430,539
2540,519
2890,539
3110,649
3360,739
3600,829
3740,939
3980,1139
4160,1339
4400,1739
4560,1939
4690,2249
4760,2429
4630,2539
4510,2739
4630,2649
4760,2629
4910,2629
4910,2739
4830,2849
4760,3029
4760,2979
4690,3229
4580,3379
4450,3449
4380,3539
4200,3739
3870,4049
3580,4249
3160,4429
2830,4579
2430,4739
2250,4939
2160,4979
2030,5029
1890,5029
1600,4829
1380,4539
1290,4339
1230,4229
1110,4049
1140,3939
1030,3849
940,3919
870,3939
710,3939
690,3849
540,3939
380,4049
270,4139
70,4319
-110,4449
-290,4539
-400,4629
-490,4449
-530,4339
-640,4139
-840,3939
-1090,3739
-1640,3179
-1950,2849
-2240,2429
-2400,2229
-2490,2139
-2530,1939
-2400,1739
-2150,1539
-1840,1179
-1690,939
