"V1","V2"
50,2739
250,2949
380,3239
560,3389
740,3609
800,3799
990,3949
1120,3839
1260,3659
1390,3549
1490,3459
1680,3279
1910,3099
2110,2939
2320,2749
2540,2579
2740,2379
2970,2189
3190,2019
3360,1889
3460,1849
3520,1649
3410,1449
3320,1299
3270,1119
3210,949
3120,809
3020,689
2850,549
2720,429
2610,399
2560,309
2600,319
2440,79
2060,-231
1710,-431
1280,-581
1120,-631
1010,-661
1370,-881
1750,-1161
1950,-1421
2150,-1681
2210,-1851
2280,-2011
2320,-2131
2370,-2301
2410,-2431
2330,-2511
2280,-2461
2260,-2511
2250,-2681
2240,-2821
2220,-3011
2250,-3161
2270,-3301
2200,-3421
2150,-3501
2120,-3621
1920,-3611
1620,-3591
1280,-3521
960,-3461
650,-3441
420,-3441
220,-3371
270,-3391
40,-3431
-170,-3431
-360,-3411
-570,-3271
-720,-3081
-800,-2891
-840,-2761
-850,-2611
-750,-2361
-710,-2261
-920,-2511
-1080,-2631
-1260,-2901
-1390,-3131
-1490,-3211
-1660,-3321
-1790,-3361
-1920,-3081
-2090,-2881
-2280,-2661
-2400,-2531
-2560,-2371
-2740,-2181
-2890,-1951
-3000,-1881
-3170,-1691
-3280,-1631
-3350,-1541
-3400,-1471
-3270,-1301
-3230,-1041
-3240,-881
-3230,-731
-3150,-651
-3000,-571
-2890,-521
-2810,-491
-2670,-471
-2400,-451
-2270,-401
-2070,-311
-1950,-231
-1880,-171
-1970,-81
-1930,-91
-2050,-51
-2290,79
-2460,249
-2640,549
-2720,739
-2890,879
-3050,989
-3190,969
-3260,1119
-3310,1329
-3320,1439
-3190,1559
-3130,1709
-3010,1909
-2910,2109
-2720,2309
-2610,2439
-2470,2589
-2300,2709
-2170,2829
-2090,3049
-1990,3229
-1940,3239
-1770,3129
-1660,3069
-1520,2989
-1380,2869
-1450,2719
-1320,2619
-1320,2689
-1310,2829
-1460,2959
-1560,3129
-1630,3339
-1550,3429
-1540,3559
-1410,3589
-1240,3529
-1070,3409
-940,3359
-690,3269
-570,3159
-430,2959
-350,2739
-300,2479
-240,2369
-150,2479
-20,2639
70,2709
