"V1","V2"
-842.058923768828,-2498.03787956567
-800,-2471
-690,-2401
-600,-2401
-600,-2581
-600,-2691
-510,-2911
-430,-3111
-290,-3291
-70,-3381
170,-3401
400,-3401
750,-3311
1040,-3161
1530,-2961
1800,-2841
2130,-2781
2350,-2761
2510,-2711
2660,-2711
2840,-2711
3020,-2691
3020,-2581
3090,-2491
3260,-2381
3220,-2241
3150,-1961
3020,-1581
2770,-1271
2530,-1071
2220,-911
1910,-801
1640,-781
1550,-871
1370,-891
1290,-961
1240,-1001
1260,-1111
1170,-911
1240,-781
1350,-761
1370,-601
1350,-491
1370,-271
1440,-71
1490,129
1510,109
1620,419
1710,709
1800,1019
1890,1509
1970,1819
2040,2219
2040,2419
2200,2529
2260,2799
2150,2909
1710,3019
1350,3159
970,3289
660,3359
400,3439
60,3639
-50,3509
-180,3199
-310,2819
-400,2509
-360,2199
-360,2089
-310,1929
-380,1909
-510,1909
-670,1999
-850,2039
-1090,2109
-1360,2199
-1630,2309
-1890,2309
-2110,2289
-2160,2199
-2310,2039
-2470,1909
-2650,1599
-2800,1399
-3000,1309
-3180,1109
-3340,1019
-3400,959
-3310,819
-3180,619
-3000,489
-2830,359
-2600,309
-2430,289
-2310,199
-2380,109
-2380,-1
-2470,-91
-2560,-161
-2670,-291
-2710,-401
-2850,-491
-2910,-671
-3030,-891
-3180,-1111
-3250,-1291
-3180,-1361
-2980,-1801
-2740,-2181
-2470,-2581
-2230,-3001
-2110,-3201
-2050,-3311
-1890,-3241
-1740,-3001
-1380,-2841
-1090,-2711
-940,-2561
