"V1","V2"
1879.56319578484,4209.59141511625
1920,4239
2100,4169
2210,3929
2320,3769
2430,3569
2520,3419
2570,3279
2630,3239
2810,3169
2940,3329
3080,3479
3260,3699
3410,3879
3500,3969
3540,3989
3880,3819
4140,3589
4390,3389
4610,3189
4880,2929
5030,2749
5210,2529
5340,2419
5590,2239
5680,2169
5680,1949
5520,1639
5340,1419
5190,1149
5010,1019
4830,859
4700,639
4520,499
4390,369
4260,299
4170,219
4100,219
4080,259
4080,99
4100,59
3990,-101
3900,-211
3830,-271
3740,-231
3610,-211
3570,-161
3500,-301
3480,-521
3430,-671
3370,-831
3570,-781
3720,-831
3900,-901
4100,-981
4340,-1141
4410,-1231
4610,-1411
4700,-1611
4660,-1671
4480,-1611
4480,-1631
4570,-1851
4610,-2071
4700,-2301
4700,-2561
4610,-2851
4610,-3071
4480,-3101
4100,-3051
3680,-3031
3300,-2981
2920,-2961
2700,-2921
2520,-2831
2370,-2721
2230,-2561
2140,-2471
2100,-2471
1810,-2431
1570,-2451
1300,-2381
1540,-2501
1720,-2521
1830,-2671
1900,-2961
1880,-3161
1790,-3251
1630,-3231
1430,-3231
1300,-3161
940,-3011
590,-2831
320,-2651
190,-2121
210,-1611
100,-1181
10,-741
-60,-501
-300,-361
-410,-231
-340,-411
-320,-471
-500,-631
-610,-721
-920,-871
-1320,-871
-1700,-871
-1970,-831
-2170,-741
-2210,-581
-2010,-231
-1770,149
-1680,479
-1570,749
-1500,989
-1390,1439
-1340,1839
-1300,1989
-1210,2149
-1010,2299
-700,2419
-540,2459
-300,2499
-80,2569
80,2639
170,2439
280,2529
170,2659
30,2929
-100,3189
-210,3419
-190,3619
-140,3769
30,3659
300,3679
480,3729
500,3699
860,3769
1210,3969
1540,4079
1700,4079
